vehicle_age,seller_type,fuel_type,transmission_type,mileage,engine,max_power,selling_price
1,Individual,CNG,Manual,26.55,1197,81.8,550000
4,Individual,Petrol,Manual,16.2,1199,74.0,500000
5,Individual,Petrol,Manual,22.74,796,47.3,250000
9,Dealer,Petrol,Manual,19.81,1086,68.05,239000
5,Dealer,Diesel,Manual,22.7,1498,89.84,750000
7,Dealer,Petrol,Manual,18.6,1197,81.83,450000
6,Individual,Petrol,Manual,18.6,1197,81.83,475000
5,Dealer,Petrol,Manual,17.8,1497,117.3,539000
4,Individual,Diesel,Manual,22.77,1498,98.59,888000
4,Individual,Diesel,Manual,25.32,1198,77.0,450000
4,Dealer,Petrol,Manual,24.7,796,47.3,285000
10,Individual,Diesel,Manual,13.6,2523,63.0,350000
12,Dealer,Petrol,Manual,18.9,998,67.1,129000
10,Individual,Petrol,Automatic,16.95,1197,78.9,225000
5,Dealer,Petrol,Manual,18.9,1197,82.0,379000
4,Individual,Petrol,Automatic,23.1,998,67.04,478000
8,Individual,Diesel,Manual,24.0,1120,70.0,350000
12,Individual,Petrol,Manual,13.9,1599,103.2,140000
2,Individual,Diesel,Manual,24.3,1248,88.5,800000
7,Dealer,Diesel,Manual,28.4,1248,74.0,425000
5,Individual,Diesel,Manual,25.2,1248,74.0,450000
3,Individual,Diesel,Manual,14.1,2179,153.86,1100000
8,Individual,Diesel,Manual,19.01,1461,108.45,500000
4,Dealer,Diesel,Manual,27.3,1498,98.6,635000
10,Dealer,CNG,Manual,26.2,998,58.2,210000
2,Individual,Diesel,Manual,28.4,1248,74.02,750000
8,Dealer,Petrol,Manual,15.04,1598,103.6,335000
6,Dealer,Petrol,Manual,18.9,998,67.1,350000
3,Individual,Diesel,Manual,19.67,1582,126.2,1150000
5,Dealer,Diesel,Automatic,22.15,1498,108.6,565000
10,Dealer,Petrol,Automatic,16.8,1497,118.0,375000
8,Individual,Diesel,Manual,19.01,1461,108.45,400000
3,Individual,Diesel,Manual,15.96,2523,62.1,780000
8,Individual,Petrol,Manual,17.92,1086,62.1,240000
11,Dealer,Diesel,Manual,12.05,2179,120.0,399000
5,Individual,Diesel,Manual,16.5,1493,70.0,650000
4,Individual,Petrol,Manual,24.7,796,47.3,270000
5,Individual,Petrol,Manual,23.95,998,67.05,300000
2,Individual,Diesel,Manual,20.5,1582,126.2,1500000
4,Individual,Petrol,Manual,18.9,1197,81.86,485000
2,Dealer,Petrol,Manual,20.73,1373,91.1,825000
6,Dealer,Diesel,Manual,12.99,2494,100.6,950000
5,Dealer,Diesel,Manual,24.3,1248,88.5,660000
2,Individual,CNG,Manual,21.94,1196,61.7,400000
4,Individual,Petrol,Manual,23.1,998,67.04,410000
4,Individual,Diesel,Manual,13.68,2393,147.8,1950000
6,Individual,Petrol,Manual,18.6,1197,81.83,444000
5,Dealer,CNG,Manual,26.2,998,58.2,320000
3,Individual,Petrol,Manual,20.73,1373,91.1,780000
1,Individual,Petrol,Manual,17.7,1497,113.42,816000
5,Dealer,Diesel,Automatic,13.0,2143,204.0,2790000
6,Dealer,Petrol,Manual,20.85,1197,83.14,450000
2,Dealer,Petrol,Manual,16.8,1497,113.4,1149000
2,Individual,Diesel,Manual,25.6,1498,97.9,1050000
7,Dealer,Diesel,Manual,22.7,1498,89.84,475000
7,Individual,Diesel,Manual,12.99,2494,100.6,925000
2,Individual,Diesel,Manual,17.6,2179,153.86,1525000
5,Dealer,Petrol,Manual,23.84,1199,84.0,375000
6,Dealer,Diesel,Manual,14.1,2179,148.0,650000
3,Dealer,Petrol,Manual,21.01,1197,81.8,570000
11,Dealer,Diesel,Manual,13.93,2179,138.0,195000
9,Dealer,Diesel,Manual,13.0,2982,168.7,1299000
6,Dealer,Petrol,Manual,22.74,796,47.3,285000
3,Individual,Diesel,Manual,21.5,1497,108.5,900000
2,Individual,Petrol,Manual,17.5,1199,88.7,775000
1,Individual,Diesel,Manual,15.96,2523,63.0,800000
13,Individual,Petrol,Manual,19.7,796,46.3,97000
3,Individual,Petrol,Manual,23.95,998,67.05,320000
3,Individual,Petrol,Manual,22.0,1197,81.8,515000
5,Dealer,Petrol,Manual,16.2,1199,74.0,420000
3,Individual,Diesel,Manual,23.0,1498,98.96,950000
6,Dealer,Diesel,Manual,20.14,1498,88.7,435000
3,Dealer,Diesel,Manual,27.39,1248,74.0,730000
6,Dealer,Diesel,Manual,23.9,1582,126.2,549000
9,Individual,Petrol,Manual,18.9,998,67.1,235000
3,Dealer,Diesel,Automatic,16.77,2993,261.49,8200000
4,Individual,Petrol,Manual,22.7,799,53.64,206000
6,Dealer,Petrol,Manual,19.02,1198,67.05,290000
18,Individual,Petrol,Manual,18.9,998,67.1,65000
9,Individual,Diesel,Automatic,11.79,2179,120.0,600000
9,Individual,Diesel,Manual,12.99,2494,100.6,800000
7,Dealer,Petrol,Manual,18.9,1197,82.0,393000
5,Dealer,Diesel,Manual,20.14,1498,88.0,450000
9,Individual,Diesel,Manual,12.8,2494,102.0,850000
3,Individual,Diesel,Automatic,12.05,2157,178.49,2400000
8,Individual,Diesel,Manual,12.8,2494,102.0,1000000
4,Dealer,Petrol,Manual,20.51,998,67.04,415000
2,Individual,Petrol,Automatic,17.0,1591,121.3,1250000
5,Dealer,Petrol,Automatic,19.0,1199,88.7,540000
8,Individual,Petrol,Manual,19.1,1197,85.8,319000
7,Individual,Petrol,Manual,19.81,1086,68.05,325000
9,Individual,Diesel,Manual,19.01,1461,108.45,400000
4,Dealer,Petrol,Manual,18.7,1199,88.7,635000
5,Individual,Petrol,Manual,25.17,799,53.3,225000
5,Individual,Diesel,Manual,27.3,1498,98.6,500000
5,Dealer,Diesel,Manual,27.3,1498,98.6,725000
7,Individual,Petrol,Manual,16.47,1198,74.0,290000
7,Dealer,Petrol,Manual,23.1,998,67.04,319000
1,Dealer,Petrol,Manual,21.21,1197,81.8,625000
8,Dealer,Diesel,Manual,22.9,1248,74.0,475000
10,Individual,Diesel,Manual,23.0,1396,90.0,350000
2,Individual,Diesel,Manual,24.0,1396,88.76,1000000
5,Dealer,Diesel,Manual,25.8,1498,98.6,500000
2,Individual,Petrol,Manual,20.51,998,67.04,420000
8,Individual,Diesel,Manual,15.1,2179,140.0,850000
2,Individual,Diesel,Manual,21.5,1497,108.5,900000
9,Individual,Petrol,Manual,20.92,998,67.1,210000
5,Individual,Diesel,Automatic,16.0,2179,140.0,1030000
9,Dealer,Petrol,Manual,15.37,1196,73.0,175000
6,Individual,Diesel,Manual,25.2,1248,74.0,425000
5,Dealer,Petrol,Manual,18.16,1196,86.8,500000
4,Dealer,Diesel,Automatic,16.0,2179,140.0,1250000
6,Individual,Diesel,Manual,28.09,1248,88.5,475000
3,Individual,Diesel,Manual,23.4,1248,74.0,550000
2,Individual,Petrol,Automatic,24.04,999,67.0,490000
7,Dealer,Diesel,Automatic,16.36,2179,187.7,2100000
16,Individual,Petrol,Manual,13.0,1343,90.0,125000
14,Individual,Diesel,Manual,17.8,1248,75.0,120000
5,Dealer,Petrol,Manual,18.9,1197,82.0,410000
3,Individual,Diesel,Manual,14.1,2179,147.94,1100000
5,Dealer,Diesel,Manual,22.27,1498,108.6,449000
5,Dealer,Petrol,Manual,16.6,1199,88.51,499000
3,Individual,Petrol,Automatic,21.21,1197,81.8,680000
14,Individual,Diesel,Manual,16.8,1493,110.0,120000
8,Individual,Diesel,Manual,23.4,1248,74.0,450000
3,Individual,Petrol,Manual,20.89,1197,81.8,550000
4,Individual,Diesel,Manual,24.3,1248,88.5,750000
3,Individual,Diesel,Manual,24.4,1498,98.63,730000
6,Individual,Petrol,Manual,15.37,1196,73.0,250000
7,Individual,Diesel,Manual,15.96,2523,63.0,380000
8,Individual,Petrol,Manual,16.47,1198,73.9,335000
10,Individual,Diesel,Manual,12.8,2494,102.0,660000
1,Individual,Petrol,Manual,18.9,1197,81.86,580000
3,Individual,Diesel,Automatic,21.5,1497,108.5,1020000
6,Dealer,Petrol,Manual,18.6,1197,81.83,525000
14,Dealer,Petrol,Manual,17.7,1497,78.0,200000
1,Individual,Petrol,Manual,19.02,1198,67.05,560000
7,Dealer,Diesel,Manual,24.0,1120,70.0,350000
9,Dealer,Petrol,Manual,16.7,1198,88.8,259000
10,Individual,Diesel,Manual,13.93,2179,138.0,450000
7,Dealer,Diesel,Manual,20.45,1461,83.8,495000
9,Individual,Petrol,Manual,17.1,1591,121.3,389000
7,Individual,Petrol,Manual,18.9,1197,82.0,500000
4,Dealer,Petrol,Manual,15.9,1496,120.69,725000
4,Dealer,Diesel,Automatic,19.5,1968,141.0,1399000
3,Individual,Petrol,Manual,18.15,1198,82.0,380000
9,Individual,Petrol,Manual,12.4,1998,132.0,800000
12,Dealer,Petrol,Manual,19.81,1086,68.05,191000
8,Dealer,Diesel,Manual,23.4,1248,74.0,340000
10,Dealer,Petrol,Manual,18.5,1197,80.0,240000
4,Dealer,Petrol,Automatic,17.21,1197,103.5,830000
3,Individual,Diesel,Manual,24.3,1248,88.5,735000
3,Individual,Petrol,Manual,15.37,1196,73.0,400000
6,Dealer,Diesel,Manual,26.0,1498,98.6,875000
6,Individual,Petrol,Manual,19.44,1198,67.0,275000
5,Dealer,Diesel,Manual,22.9,1248,74.0,399000
2,Individual,Petrol,Manual,18.6,1197,81.86,660000
14,Dealer,Petrol,Manual,13.0,1343,90.0,300000
3,Dealer,Petrol,Manual,18.7,1199,88.7,600000
4,Individual,CNG,Manual,26.6,998,58.16,320000
6,Dealer,Petrol,Manual,18.0,1198,86.7,399000
3,Individual,Petrol,Automatic,20.89,1197,81.8,500000
6,Individual,Petrol,Manual,23.1,998,67.04,325000
2,Individual,Diesel,Manual,16.55,2498,105.0,1000000
6,Dealer,Diesel,Manual,27.39,1248,74.0,550000
11,Individual,Diesel,Manual,11.57,2179,138.1,200000
3,Dealer,Diesel,Manual,19.67,1582,126.2,1350000
14,Individual,Petrol,Manual,13.5,1799,130.0,200000
4,Individual,Petrol,Automatic,23.1,998,67.04,420000
4,Individual,Diesel,Manual,24.3,1248,88.5,760000
8,Dealer,Petrol,Manual,19.01,1462,103.26,470000
6,Individual,Diesel,Manual,25.2,1248,74.0,460000
3,Dealer,Diesel,Manual,21.7,1498,98.96,870000
11,Dealer,Diesel,Manual,12.8,2494,102.0,525000
2,Dealer,Diesel,Manual,28.4,1248,74.02,890000
6,Dealer,Diesel,Automatic,19.59,1995,184.0,1890000
6,Individual,Diesel,Manual,15.1,2179,140.0,700000
3,Individual,Diesel,Manual,28.4,1248,74.02,900000
8,Individual,Petrol,Manual,19.1,1197,85.8,350000
2,Individual,Petrol,Manual,20.0,999,72.0,550000
11,Individual,CNG,Manual,26.83,796,38.4,125000
9,Individual,Diesel,Manual,20.5,1598,103.5,400000
2,Individual,Petrol,Manual,21.1,998,100.5,730000
7,Dealer,Petrol,Manual,19.81,1086,68.05,259000
5,Individual,Petrol,Manual,25.17,799,53.3,220000
5,Dealer,Diesel,Automatic,10.91,3198,197.0,2100000
7,Individual,Petrol,Manual,18.9,1197,82.0,400000
7,Individual,Diesel,Manual,26.0,1498,98.6,520000
5,Dealer,Petrol,Manual,25.17,799,53.3,350000
3,Dealer,Petrol,Manual,23.84,1199,84.0,460000
3,Dealer,Diesel,Automatic,28.4,1248,74.0,775000
4,Dealer,Diesel,Manual,16.0,2179,140.0,1150000
3,Individual,Diesel,Manual,28.4,1248,74.02,600000
5,Individual,Diesel,Manual,26.0,1498,98.6,800000
3,Dealer,Diesel,Manual,16.5,1493,70.0,765000
3,Individual,Diesel,Manual,28.4,1248,74.02,710000
9,Dealer,Diesel,Manual,20.0,1399,68.05,325000
12,Individual,Petrol,Manual,19.7,796,46.3,130000
13,Individual,Petrol,Manual,19.7,796,46.3,140000
8,Dealer,Petrol,Manual,16.8,1497,116.3,450000
9,Dealer,Petrol,Manual,20.36,1197,78.9,250000
7,Dealer,Diesel,Manual,26.0,1498,98.6,511000
8,Dealer,Petrol,Automatic,16.95,1197,78.9,370000
3,Individual,Diesel,Manual,16.5,1493,70.0,620000
6,Individual,Diesel,Manual,25.2,1248,74.0,550000
2,Dealer,Diesel,Manual,25.8,1498,98.6,549000
11,Individual,Diesel,Manual,20.0,1399,68.0,210000
7,Individual,Diesel,Manual,20.0,1399,68.05,240000
3,Dealer,Petrol,Automatic,23.0,999,67.0,349000
6,Dealer,Petrol,Automatic,18.9,1197,82.0,475000
13,Dealer,Petrol,Manual,17.92,1086,62.1,150000
2,Individual,Diesel,Manual,13.68,2393,147.8,1526000
4,Individual,Diesel,Manual,28.4,1248,74.02,648000
5,Individual,Petrol,Manual,17.8,1497,117.3,785000
6,Individual,Petrol,Manual,20.4,1197,81.8,460000
3,Dealer,Petrol,Automatic,24.04,999,67.0,370000
6,Dealer,Diesel,Manual,21.7,1498,98.96,525000
2,Dealer,Petrol,Automatic,18.19,1197,103.2,1150000
2,Individual,Petrol,Manual,15.37,1196,73.0,322000
7,Individual,Petrol,Manual,15.0,1598,103.6,450000
5,Individual,Petrol,Manual,20.85,1197,83.14,500000
3,Individual,Petrol,Manual,18.6,1197,81.86,535000
10,Individual,Petrol,Automatic,16.8,1497,118.0,400000
3,Dealer,Petrol,Manual,18.6,1197,81.83,699000
5,Dealer,Petrol,Manual,19.81,1086,68.05,399000
4,Dealer,Petrol,Manual,17.0,1197,80.0,535000
6,Dealer,Petrol,Manual,22.74,796,47.3,215000
6,Dealer,Diesel,Manual,16.55,2498,105.0,700000
2,Dealer,Petrol,Manual,17.8,1497,117.3,1025000
9,Dealer,Diesel,Manual,13.6,2523,63.0,445000
2,Individual,Petrol,Manual,16.1,1353,138.0,1560000
3,Individual,Petrol,Automatic,14.62,1999,149.92,1575000
4,Individual,Diesel,Manual,15.4,1997,120.0,1200000
12,Dealer,Petrol,Manual,20.35,1197,81.86,235000
4,Dealer,Petrol,Manual,17.8,1497,117.3,575000
2,Individual,Diesel,Manual,24.4,1498,98.63,800000
4,Individual,Diesel,Manual,24.52,1248,88.5,800000
6,Individual,Diesel,Manual,12.99,2494,100.6,830000
8,Dealer,Petrol,Manual,17.0,1197,80.0,325000
5,Dealer,Diesel,Manual,24.3,1248,88.5,725000
3,Dealer,Petrol,Manual,22.0,1197,81.8,625000
3,Dealer,Petrol,Manual,21.56,1462,103.25,725000
4,Individual,Petrol,Manual,20.89,1197,81.8,425000
2,Dealer,Petrol,Manual,20.4,1197,81.8,632000
14,Dealer,Petrol,Manual,21.79,998,67.05,175000
3,Dealer,Diesel,Automatic,11.36,2755,171.5,1849000
10,Dealer,Petrol,Manual,18.5,1197,80.0,270000
4,Individual,Diesel,Automatic,16.0,1997,140.0,1350000
10,Individual,Petrol,Manual,19.7,796,46.3,156000
11,Individual,Petrol,Manual,15.6,1196,70.0,150000
3,Dealer,Diesel,Manual,25.5,1498,98.6,895000
5,Dealer,Diesel,Manual,15.4,1997,120.0,600000
6,Individual,Petrol,Manual,20.85,1197,83.14,450000
8,Dealer,Diesel,Manual,22.07,1199,73.9,460000
9,Dealer,Petrol,Manual,16.8,1497,116.4,395000
10,Dealer,Diesel,Manual,11.5,2982,171.0,1200000
3,Individual,Petrol,Manual,18.9,1197,81.86,500000
3,Dealer,Diesel,Manual,25.32,1198,77.0,555000
9,Dealer,Diesel,Automatic,13.2,1995,170.0,995000
5,Individual,Diesel,Manual,25.8,1498,98.6,515000
2,Individual,Petrol,Manual,23.1,998,67.04,450000
15,Individual,Diesel,Manual,13.6,2523,63.0,250000
5,Dealer,Petrol,Manual,24.7,796,47.3,325000
15,Individual,LPG,Manual,17.3,1061,57.5,80000
5,Individual,Diesel,Manual,24.3,1248,88.5,650000
15,Individual,Petrol,Manual,17.7,1497,78.0,300000
8,Dealer,Diesel,Manual,23.4,1248,74.0,325000
6,Individual,Diesel,Manual,20.77,1248,88.76,625000
4,Individual,Petrol,Manual,24.7,796,47.3,250000
4,Dealer,Diesel,Manual,25.5,1498,98.6,699000
6,Individual,Petrol,Manual,18.16,1196,86.8,450000
3,Individual,Diesel,Manual,14.1,2179,147.94,700000
9,Individual,Diesel,Manual,19.3,1248,73.9,250000
6,Dealer,Diesel,Manual,21.19,1396,88.73,625000
6,Individual,Diesel,Manual,20.14,1498,88.8,500000
6,Individual,Diesel,Manual,28.09,1248,88.5,700000
4,Dealer,Diesel,Automatic,13.2,1995,170.0,2900000
6,Individual,Diesel,Manual,15.4,2179,120.0,850000
7,Dealer,Diesel,Manual,20.54,1598,103.6,375000
9,Individual,Diesel,Manual,12.05,2179,120.0,465000
9,Individual,Diesel,Manual,15.96,2523,62.1,450000
3,Individual,Petrol,Manual,20.3,1199,84.0,550000
7,Dealer,Diesel,Manual,15.96,2523,62.1,625000
3,Individual,Diesel,Manual,16.5,1493,70.0,750000
6,Dealer,Diesel,Manual,15.96,2523,62.1,525000
5,Individual,Petrol,Manual,20.85,1197,83.14,369000
6,Dealer,Petrol,Automatic,18.57,1198,76.43,265000
6,Individual,Petrol,Manual,25.17,799,53.3,200000
5,Dealer,Petrol,Manual,21.79,998,67.05,335000
10,Dealer,Petrol,Manual,18.6,1197,85.8,315000
2,Individual,Petrol,Manual,19.83,1198,67.0,490000
5,Individual,Diesel,Manual,19.67,1582,126.2,875000
2,Dealer,Diesel,Automatic,11.36,2755,171.5,1900000
11,Dealer,Diesel,Manual,11.5,2982,171.0,1225000
2,Individual,Diesel,Manual,22.1,1396,88.7,1000000
3,Dealer,Petrol,Manual,20.3,1199,84.0,600000
7,Dealer,Diesel,Manual,23.0,1498,98.96,590000
5,Dealer,Petrol,Manual,15.29,1591,121.3,825000
6,Individual,Diesel,Manual,15.96,2523,62.1,450000
4,Individual,Petrol,Manual,18.15,1198,82.0,315000
5,Individual,Petrol,Manual,15.29,1591,121.3,850000
9,Dealer,Diesel,Automatic,14.74,2993,270.9,1299000
10,Dealer,Diesel,Manual,20.54,1598,103.5,260000
12,Dealer,Petrol,Manual,18.9,998,67.1,180000
10,Individual,Diesel,Manual,13.6,2523,63.0,300000
9,Dealer,Diesel,Manual,23.9,1582,126.2,475000
4,Individual,Petrol,Manual,17.0,1591,121.3,1125000
5,Dealer,Diesel,Manual,21.19,1396,88.76,599000
1,Individual,Diesel,Manual,25.32,1198,77.0,700000
11,Individual,LPG,Manual,17.3,1061,57.5,165000
10,Dealer,Petrol,Manual,19.7,796,46.3,125000
8,Dealer,Petrol,Automatic,16.5,1499,110.0,449000
9,Individual,Diesel,Manual,22.9,1248,74.0,400000
12,Individual,Diesel,Manual,12.8,2494,102.0,500000
14,Individual,Petrol,Manual,17.8,1086,63.0,60000
11,Dealer,LPG,Manual,17.3,1061,57.5,240000
3,Individual,Diesel,Manual,22.54,1396,88.73,750000
8,Individual,Petrol,Manual,22.74,796,47.3,170000
7,Individual,Petrol,Manual,18.0,1198,86.7,330000
4,Individual,Diesel,Manual,24.0,1186,73.97,390000
8,Dealer,Diesel,Automatic,16.09,1995,184.0,2175000
3,Dealer,Diesel,Manual,22.7,1498,89.84,795000
5,Individual,Petrol,Manual,25.17,799,53.3,240000
11,Individual,Petrol,Manual,19.81,1086,68.05,150000
7,Individual,Diesel,Manual,19.01,1461,108.45,415000
3,Individual,Petrol,Manual,19.1,1368,98.6,789000
5,Dealer,Petrol,Automatic,23.1,998,67.04,460000
4,Dealer,Diesel,Automatic,19.59,1995,187.74,3450000
4,Dealer,Petrol,Manual,20.4,1197,81.8,570000
9,Individual,Diesel,Manual,15.96,2523,62.1,500000
4,Dealer,Petrol,Manual,15.0,1598,105.0,720000
7,Dealer,Diesel,Manual,20.0,1399,68.05,265000
5,Dealer,Petrol,Manual,20.51,998,67.04,365000
8,Individual,Diesel,Manual,21.9,1396,88.76,390000
11,Dealer,Diesel,Manual,12.8,2494,102.0,825000
4,Dealer,Diesel,Manual,24.3,1248,88.5,775000
8,Individual,Diesel,Manual,21.9,1396,88.76,320000
3,Individual,Diesel,Manual,19.87,1461,83.8,750000
12,Individual,Petrol,Manual,20.36,1197,78.9,230000
10,Dealer,Petrol,Manual,20.36,1197,78.9,145000
4,Dealer,Petrol,Manual,15.41,1598,103.2,720000
10,Dealer,Petrol,Manual,19.81,1086,68.05,225000
4,Individual,Diesel,Manual,13.68,2393,147.8,1546000
8,Dealer,Diesel,Manual,12.05,2179,120.0,625000
10,Individual,Petrol,Manual,20.92,998,67.1,150000
12,Dealer,Diesel,Manual,17.8,1248,75.0,225000
5,Individual,Diesel,Automatic,22.15,1498,108.6,800000
5,Individual,Petrol,Manual,19.81,1086,68.05,380000
2,Individual,Petrol,Manual,23.95,998,67.1,360000
4,Individual,Petrol,Manual,17.8,1198,86.7,440000
5,Individual,Petrol,Manual,20.4,1197,83.11,450000
3,Individual,Petrol,Manual,21.4,1197,83.1,560000
6,Dealer,Petrol,Manual,18.88,999,123.37,590000
5,Dealer,Diesel,Manual,22.54,1396,88.73,750000
5,Dealer,Petrol,Manual,23.1,998,67.04,385000
3,Individual,CNG,Manual,21.94,1196,61.7,350000
10,Individual,Petrol,Manual,20.36,1197,78.9,350000
4,Individual,Diesel,Manual,24.0,1120,70.0,425000
6,Dealer,Diesel,Manual,28.4,1248,74.0,450000
13,Individual,Petrol,Manual,19.7,796,46.3,104000
5,Individual,Diesel,Manual,21.38,1396,88.7,770000
14,Dealer,Diesel,Manual,12.8,2494,102.0,395000
7,Individual,Petrol,Manual,17.92,1086,62.1,200000
4,Dealer,Petrol,Manual,15.29,1591,121.3,840000
3,Individual,Petrol,Manual,19.0,1194,94.68,725000
11,Dealer,Diesel,Automatic,17.05,1995,184.0,1150000
5,Individual,Petrol,Manual,20.51,998,67.04,360000
2,Individual,Petrol,Manual,23.84,1199,84.0,555000
9,Individual,Diesel,Manual,23.4,1248,74.0,380000
11,Dealer,Petrol,Manual,20.36,1197,78.9,199000
3,Individual,Petrol,Manual,22.0,1197,81.8,550000
4,Dealer,Diesel,Automatic,22.48,1995,187.74,4200000
7,Individual,Diesel,Manual,24.0,1120,70.0,240000
3,Dealer,Diesel,Manual,16.55,2498,105.0,900000
3,Dealer,Petrol,Manual,18.78,999,75.0,599000
2,Individual,Petrol,Manual,21.21,1197,81.8,590000
3,Individual,Petrol,Automatic,18.9,1197,81.86,575000
7,Dealer,Diesel,Manual,22.9,1248,74.0,500000
9,Dealer,Petrol,Automatic,13.1,2354,141.1,750000
7,Dealer,Petrol,Automatic,18.0,1497,117.3,550000
2,Dealer,Petrol,Automatic,20.3,1086,68.07,545000
1,Individual,Petrol,Manual,20.35,1197,81.86,640000
7,Dealer,Petrol,Manual,18.5,1197,80.0,390000
2,Individual,Diesel,Manual,17.0,1956,138.1,1750000
4,Dealer,Diesel,Automatic,11.0,2987,258.0,7000000
3,Individual,Petrol,Manual,23.84,1199,84.0,360000
6,Individual,Diesel,Manual,20.45,1461,83.8,550000
11,Individual,Petrol,Manual,20.36,1197,78.9,180000
4,Individual,Diesel,Manual,25.8,1498,98.6,410000
6,Dealer,Diesel,Manual,25.83,1498,99.0,500000
7,Dealer,Diesel,Manual,22.7,1498,89.84,525000
9,Individual,Petrol,Automatic,13.9,1799,130.3,600000
14,Individual,Petrol,Manual,19.7,796,46.3,90000
1,Dealer,Petrol,Manual,22.0,1197,81.8,640000
2,Individual,Diesel,Manual,15.1,2179,152.87,1700000
3,Trustmark Dealer,Petrol,Manual,17.0,1591,121.3,925000
5,Dealer,Petrol,Manual,18.6,1197,81.83,530000
4,Dealer,Petrol,Automatic,14.8,1497,121.36,850000
2,Dealer,Diesel,Manual,17.0,1956,138.1,1650000
7,Individual,Petrol,Manual,20.51,998,67.04,295000
4,Dealer,Diesel,Manual,16.0,2179,140.0,1075000
6,Dealer,Diesel,Manual,22.7,1498,89.84,590000
7,Dealer,Diesel,Manual,22.7,1498,89.84,415000
3,Dealer,Diesel,Automatic,24.3,1248,88.5,831000
2,Dealer,Diesel,Manual,23.7,1396,88.7,1099000
9,Dealer,Petrol,Automatic,17.4,1197,85.8,395000
10,Dealer,Diesel,Automatic,18.19,1968,174.5,480000
5,Dealer,Diesel,Manual,24.3,1248,88.5,620000
11,Dealer,Petrol,Automatic,16.8,1497,118.0,331000
2,Dealer,Petrol,Automatic,21.4,1197,83.1,790000
7,Dealer,Diesel,Manual,23.4,1248,74.0,370000
2,Dealer,Petrol,Manual,17.5,1199,88.7,875000
9,Dealer,Petrol,Manual,18.5,1197,80.0,290000
13,Dealer,Petrol,Manual,13.5,1799,130.0,260000
8,Individual,Petrol,Manual,20.51,998,67.04,220000
9,Individual,Petrol,Automatic,12.05,1995,154.0,800000
9,Dealer,Petrol,Manual,18.6,1197,85.8,340000
4,Individual,Petrol,Manual,21.4,1197,83.1,570000
7,Dealer,Diesel,Manual,21.7,1498,98.96,560000
2,Individual,Petrol,Automatic,17.0,1198,108.5,850000
8,Dealer,Diesel,Manual,12.8,2494,102.0,685000
8,Dealer,Diesel,Automatic,12.55,2982,168.5,1249000
6,Dealer,Diesel,Manual,23.4,1248,74.0,490000
3,Individual,CNG,Manual,21.94,1196,61.7,380000
9,Dealer,Diesel,Manual,16.55,2498,105.0,436000
6,Individual,Diesel,Manual,22.54,1396,88.73,422000
3,Trustmark Dealer,Petrol,Automatic,20.51,998,67.0,485000
6,Dealer,Diesel,Manual,16.0,2179,140.0,950000
8,Dealer,Petrol,Automatic,14.74,1991,181.03,1250000
5,Dealer,Diesel,Manual,26.0,1498,98.6,590000
3,Dealer,Petrol,Automatic,8.9,2996,333.0,6950000
7,Dealer,Diesel,Manual,24.0,1186,73.97,345000
8,Dealer,Diesel,Automatic,18.88,1995,184.0,1155000
6,Dealer,Petrol,Manual,20.85,1197,83.14,500000
7,Dealer,Petrol,Manual,20.51,998,67.04,310000
4,Dealer,Petrol,Automatic,15.5,1198,86.7,525000
7,Dealer,Petrol,Manual,16.1,1197,85.0,401000
5,Dealer,Diesel,Manual,26.0,1498,98.6,599000
6,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,480000
5,Dealer,Diesel,Automatic,21.66,1498,103.52,675000
4,Dealer,Petrol,Manual,11.25,2694,163.7,1427000
7,Dealer,Diesel,Manual,24.0,1186,73.97,375000
3,Dealer,Petrol,Automatic,17.0,1591,121.3,1075000
2,Dealer,Petrol,Manual,21.01,1197,81.8,835000
4,Dealer,Petrol,Manual,17.8,1497,117.3,890000
3,Dealer,Diesel,Automatic,20.68,1995,190.0,2000000
1,Dealer,Diesel,Automatic,14.11,2199,197.2,3000000
6,Dealer,Petrol,Manual,18.6,1197,81.83,490000
3,Dealer,Petrol,Manual,23.95,998,67.05,378000
4,Dealer,Petrol,Automatic,19.56,1197,81.8,690000
2,Individual,Petrol,Manual,21.21,1197,81.8,480000
4,Dealer,Diesel,Automatic,19.62,1995,187.74,2500000
4,Individual,Petrol,Manual,18.6,1197,81.83,580000
5,Dealer,Diesel,Manual,27.39,1248,74.0,550000
8,Dealer,Diesel,Automatic,16.55,1968,147.51,1350000
4,Dealer,Diesel,Manual,24.3,1248,88.5,750000
7,Dealer,Diesel,Manual,24.0,1120,70.0,325000
6,Dealer,Petrol,Manual,18.0,1198,86.7,395000
9,Dealer,Diesel,Automatic,12.55,2982,168.5,1175000
12,Individual,Petrol,Automatic,8.5,4806,500.0,2000000
3,Dealer,Diesel,Automatic,21.76,1995,188.0,3600000
7,Dealer,Diesel,Manual,12.99,2494,100.0,925000
2,Dealer,CNG,Manual,33.54,998,67.04,470000
14,Individual,LPG,Manual,17.3,1061,57.5,90000
12,Dealer,Petrol,Manual,21.79,998,67.05,150000
12,Dealer,Petrol,Manual,13.5,1799,130.0,235000
5,Dealer,CNG,Manual,15.1,1196,73.0,291000
6,Dealer,Petrol,Automatic,20.51,998,67.0,380000
8,Dealer,Diesel,Manual,12.99,2494,100.6,645000
1,Dealer,Diesel,Automatic,12.6,1950,194.0,4000000
